x,Gene
3621,FAM199X
3622,FAM19A5
3623,FAM200A
3624,FAM206A
3625,FAM207A
3626,FAM208A
3627,FAM208B
3628,FAM209B
3629,FAM20B
3630,FAM20C
3631,FAM210A
3632,FAM210B
3633,FAM212A
3634,FAM213A
3635,FAM213B
3636,FAM214A
3637,FAM215A
3638,FAM216B
3639,FAM218A
3640,FAM219A
3641,FAM21A
3642,FAM21C
3643,FAM222A
3644,FAM223A
3645,FAM224A
3646,FAM224B
3647,FAM225A
3648,FAM229A
3649,FAM229B
3650,FAM230A
3651,FAM231A
3652,FAM24A
3653,FAM25A
3654,FAM25E
3655,FAM25G
3656,FAM26F
3657,FAM27L
3658,FAM32A
3659,FAM35A
3660,FAM3B
3661,FAM3C
3662,FAM3D
3663,FAM41C
3664,FAM43A
3665,FAM43B
3666,FAM46A
3667,FAM46C
3668,FAM49B
3669,FAM50A
3670,FAM57A
3671,FAM58A
3672,FAM63B
3673,FAM66E
3674,FAM69A
3675,FAM69B
3676,FAM72B
3677,FAM72C
3678,FAM73A
3679,FAM74A1
3680,FAM74A6
3681,FAM74A7
3682,FAM83B
3683,FAM83D
3684,FAM83E
3685,FAM83H
3686,FAM83H-AS1
3687,FAM84A
3688,FAM84B
3689,FAM86B2
3690,FAM86C1
3691,FAM87B
3692,FAM89A
3693,FAM89B
3694,FAM8A1
3695,FAM90A26
3696,FAM91A1
3697,FAM95C
3698,FAM96A
3699,FAM96B
3700,FAM98A
3701,FAM98B
3702,FAM99A
3703,FANCL
3704,FAR1
3705,FAR2
3706,FARP1
3707,FARSA
3708,FARSB
3709,FAS
3710,FASN
3711,FASTK
3712,FASTKD2
3713,FASTKD5
3714,FAT1
3715,FAU
3716,FBL
3717,FBLIM1
3718,FBLL1
3719,FBLN1
3720,FBLN2
3721,FBLN5
3722,FBN1
3723,FBP1
3724,FBRS
3725,FBRSL1
3726,FBXL14
3727,FBXL16
3728,FBXL19
3729,FBXL20
3730,FBXL22
3731,FBXL3
3732,FBXL4
3733,FBXL5
3734,FBXL8
3735,FBXO11
3736,FBXO2
3737,FBXO22
3738,FBXO25
3739,FBXO27
3740,FBXO28
3741,FBXO30
3742,FBXO32
3743,FBXO33
3744,FBXO34
3745,FBXO46
3746,FBXO9
3747,FBXW10
3748,FBXW4
3749,FBXW5
3750,FBXW8
3751,FCER1A
3752,FCER1G
3753,FCF1
3754,FCGR1A
3755,FCGR1B
3756,FCGR2A
3757,FCGR3A
3758,FCHSD2
3759,FCN2
3760,FCRLB
3761,FDFT1
3762,FDPS
3763,FDX1
3764,FECH
3765,FEM1B
3766,FEM1C
3767,FEN1
3768,FENDRR
3769,FERD3L
3770,FERMT2
3771,FEV
3772,FEZF1
3773,FEZF2
3774,FFAR1
3775,FFAR2
3776,FGF12
3777,FGF14-AS2
3778,FGF19
3779,FGF2
3780,FGF20
3781,FGF22
3782,FGF3
3783,FGF7
3784,FGFBP2
3785,FGFBP3
3786,FGFR1OP2
3787,FGFR3
3788,FGFRL1
3789,FGL2
3790,FH
3791,FHL3
3792,FHL5
3793,FIBIN
3794,FILIP1L
3795,FIP1L1
3796,FIRRE
3797,FIS1
3798,FITM2
3799,FJX1
3800,FKBP10
3801,FKBP1A
3802,FKBP1B
3803,FKBP1C
3804,FKBP2
3805,FKBP3
3806,FKBP4
3807,FKBP5
3808,FKSG48
3809,FKSG66
3810,FLI1
3811,FLJ20019
3812,FLJ20021
3813,FLJ33360
3814,FLJ33581
3815,FLJ35934
3816,FLJ37035
3817,FLJ37505
3818,FLJ39080
3819,FLJ41941
3820,FLJ44511
3821,FLNA
3822,FLNB
3823,FLNC
3824,FLOT1
3825,FLRT3
3826,FLVCR1
3827,FLYWCH2
3828,FMNL2
3829,FMO5
3830,FMOD
3831,FMR1
3832,FN1
3833,FN3K
3834,FNBP1
3835,FNBP1L
3836,FNBP4
3837,FNDC3A
3838,FNDC3B
3839,FNIP1
3840,FNIP2
3841,FNTA
3842,FO538757.2
3843,FOLH1
3844,FOLR2
3845,FOPNL
3846,FOS
3847,FOSB
3848,FOSL1
3849,FOSL2
3850,FOXA1
3851,FOXA2
3852,FOXB1
3853,FOXB2
3854,FOXC1
3855,FOXC2
3856,FOXCUT
3857,FOXD1
3858,FOXD1-AS1
3859,FOXD2
3860,FOXD3
3861,FOXD4
3862,FOXD4L1
3863,FOXD4L5
3864,FOXD4L6
3865,FOXE1
3866,FOXE3
3867,FOXF1
3868,FOXF2
3869,FOXG1
3870,FOXH1
3871,FOXI2
3872,FOXI3
3873,FOXJ1
3874,FOXJ3
3875,FOXL1
3876,FOXL2
3877,FOXL2NB
3878,FOXN2
3879,FOXN3
3880,FOXO1
3881,FOXO3
3882,FOXO6
3883,FOXP1
3884,FOXP4
3885,FOXQ1
3886,FOXRED2
3887,FOXS1
3888,FP325331.1
3889,FPR3
3890,FRA10AC1
3891,FRAT1
3892,FRAT2
3893,FRG1
3894,FRG1B
3895,FRK
3896,FRS2
3897,FRZB
3898,FSCN1
3899,FSCN2
3900,FSTL1
3901,FSTL3
3902,FTH1
3903,FTHL17
3904,FTL
3905,FTX
3906,FUBP1
3907,FUCA1
3908,FUCA2
3909,FUNDC1
3910,FUS
3911,FUT4
3912,FUT5
3913,FXN
3914,FXR1
3915,FXYD1
3916,FXYD3
3917,FXYD5
3918,FXYD6-FXYD2
3919,FYB
3920,FYTTD1
3921,FZD1
3922,FZD10
3923,FZD2
3924,FZD3
3925,FZD4
3926,FZD5
3927,FZD6
3928,FZD7
3929,FZD8
3930,FZD9
3931,G0S2
3932,G3BP1
3933,G3BP2
3934,G6PC3
3935,GAA
3936,GABARAP
3937,GABARAPL1
3938,GABARAPL2
3939,GABBR1
3940,GABPB2
3941,GABRD
3942,GABRG3
3943,GADD45A
3944,GADD45B
3945,GADD45G
3946,GADD45GIP1
3947,GAFA3
3948,GAGE10
3949,GAGE12C
3950,GAGE12J
3951,GAGE2E
3952,GAL
3953,GAL3ST2
3954,GAL3ST3
3955,GALNT1
3956,GALNT11
3957,GALNT12
3958,GALNT3
3959,GALNT4
3960,GALNT7
3961,GALR1
3962,GALR2
3963,GALR3
3964,GAMT
3965,GAN
3966,GANAB
3967,GAP43
3968,GAPDH
3969,GAR1
3970,GAREML
3971,GARS
3972,GAS1
3973,GAS6
3974,GAS6-AS2
3975,GAST
3976,GATA2
3977,GATA3
3978,GATA6
3979,GATAD1
3980,GATAD2A
3981,GATAD2B
3982,GATC
3983,GATSL2
3984,GBAS
3985,GBF1
3986,GBP1
3987,GBP2
3988,GBX2
3989,GCA
3990,GCC2
3991,GCG
3992,GCH1
3993,GCHFR
3994,GCNT1
3995,GCNT2
3996,GCNT7
3997,GCSH
3998,GDAP1
3999,GDAP2
4000,GDE1
4001,GDF1
4002,GDF11
4003,GDF15
4004,GDF2
4005,GDF5OS
4006,GDF7
4007,GDI1
4008,GDI2
4009,GDPD1
4010,GDPGP1
4011,GEM
4012,GEMIN6
4013,GEMIN7
4014,GEMIN8
4015,GFER
4016,GFM2
4017,GFPT1
4018,GFRA1
4019,GFRA3
4020,GFRA4
4021,GFY
4022,GGCT
4023,GGPS1
4024,GGT1
4025,GGT2
4026,GGT5
4027,GGTLC2
4028,GGTLC3
4029,GHET1
4030,GHITM
4031,GHR
4032,GHRH
4033,GHSR
4034,GID8
4035,GIGYF2
4036,GIMAP1-GIMAP5
4037,GIMAP2
4038,GIMAP4
4039,GIMAP5
4040,GIMAP7
4041,GINM1
4042,GINS1
4043,GJA1
4044,GJA10
4045,GJA3
4046,GJA4
4047,GJA5
4048,GJB1
4049,GJB2
4050,GJB3
4051,GJB5
4052,GJC1
4053,GJC2
4054,GJD3
4055,GK5
4056,GKAP1
4057,GLB1L2
4058,GLB1L3
4059,GLCCI1
4060,GLG1
4061,GLI4
4062,GLIDR
4063,GLIPR1
4064,GLIPR2
4065,GLIS1
4066,GLIS2
4067,GLIS2-AS1
4068,GLMP
4069,GLO1
4070,GLRX
4071,GLRX2
4072,GLRX3
4073,GLS
4074,GLT8D1
4075,GLTP
4076,GLTPD2
4077,GLTSCR1
4078,GLTSCR1L
4079,GLTSCR2
4080,GLUD1
4081,GLUD2
4082,GLUL
4083,GLYATL1
4084,GLYATL2
4085,GLYATL3
4086,GM140
4087,GM2A
4088,GMDS
4089,GMEB2
4090,GMFB
4091,GMFG
4092,GMNC
4093,GMNN
4094,GMPR
4095,GMPS
4096,GNA13
4097,GNA15
4098,GNAI1
4099,GNAI3
4100,GNAQ
4101,GNAS
4102,GNAT2
4103,GNAZ
4104,GNB1
4105,GNB2
4106,GNB2L1
4107,GNE
4108,GNG10
4109,GNG12
4110,GNG13
4111,GNG3
4112,GNG4
4113,GNG5
4114,GNG7
4115,GNG8
4116,GNL2
4117,GNL3
4118,GNMT
4119,GNPAT
4120,GNPNAT1
4121,GNPTAB
4122,GNPTG
4123,GNRH1
4124,GNS
4125,GOLGA2
4126,GOLGA4
4127,GOLGA5
4128,GOLGA6B
4129,GOLGA6C
4130,GOLGA6L1
4131,GOLGA6L10
4132,GOLGA6L22
4133,GOLGA6L4
4134,GOLGA6L9
4135,GOLGA7
4136,GOLGA8A
4137,GOLGA8B
4138,GOLGA8G
4139,GOLGA8H
4140,GOLGA8J
4141,GOLGA8M
4142,GOLGA8N
4143,GOLGA8O
4144,GOLGA8Q
4145,GOLGA8R
4146,GOLGA8T
4147,GOLGB1
4148,GOLIM4
4149,GOLM1
4150,GOLPH3
4151,GOLPH3L
4152,GOLT1A
4153,GOLT1B
4154,GOPC
4155,GORASP2
4156,GOSR1
4157,GOT1
4158,GOT2
4159,GP1BB
4160,GP2
4161,GP5
4162,GP6
4163,GP9
4164,GPAA1
4165,GPATCH8
4166,GPBAR1
4167,GPBP1
4168,GPBP1L1
4169,GPC1
4170,GPC6
4171,GPCPD1
4172,GPHB5
4173,GPI
4174,GPN1
4175,GPNMB
4176,GPR107
4177,GPR110
4178,GPR116
4179,GPR119
4180,GPR124
4181,GPR137B
4182,GPR139
4183,GPR146
4184,GPR15
4185,GPR150
4186,GPR152
4187,GPR153
4188,GPR160
4189,GPR171
4190,GPR174
4191,GPR176
4192,GPR18
4193,GPR183
4194,GPR20
4195,GPR21
4196,GPR25
4197,GPR27
4198,GPR3
4199,GPR31
4200,GPR32
4201,GPR34
4202,GPR4
4203,GPR45
4204,GPR52
4205,GPR6
4206,GPR62
4207,GPR63
4208,GPR65
4209,GPR87
4210,GPR88
4211,GPR89A
4212,GPR89B
4213,GPRASP1
4214,GPRC5A
4215,GPRC5D
4216,GPRIN1
4217,GPS1
4218,GPS2
4219,GPT
4220,GPX1
4221,GPX4
4222,GPX7
4223,GRAMD1A
4224,GRAMD4
4225,GRASP
4226,GRB7
4227,GREB1
4228,GREM1
4229,GRHL2
4230,GRID2IP
4231,GRIFIN
4232,GRIN2D
4233,GRIN3A
4234,GRIN3B
4235,GRINA
4236,GRK1
4237,GRM6
4238,GRP
4239,GRPR
4240,GRSF1
4241,GS1-114I9.3
4242,GS1-120K12.4
4243,GS1-124K5.3
4244,GS1-124K5.4
4245,GS1-166A23.1
4246,GS1-166A23.2
4247,GS1-18A18.2
4248,GS1-204I12.4
4249,GS1-24F4.2
4250,GS1-278J22.1
4251,GS1-278J22.2
4252,GS1-279B7.2
4253,GS1-304P7.3
4254,GS1-39E22.1
4255,GS1-39E22.2
4256,GS1-421I3.2
4257,GS1-421I3.5
4258,GS1-519E5.1
4259,GS1-542M4.4
4260,GS1-57L11.1
4261,GS1-600G8.5
4262,GSC
4263,GSC2
4264,GSK3A
4265,GSK3B
4266,GSKIP
4267,GSN
4268,GSPT1
4269,GSPT2
4270,GSR
4271,GSS
4272,GSTA1
4273,GSTA4
4274,GSTM2
4275,GSTO1
4276,GSTO2
4277,GSTP1
4278,GSTT2B
4279,GSX1
4280,GTF2A1
4281,GTF2A2
4282,GTF2B
4283,GTF2E2
4284,GTF2F1
4285,GTF2H2
4286,GTF2H2C
4287,GTF2I
4288,GTF2IRD2
4289,GTF2IRD2B
4290,GTF3A
4291,GTF3C1
4292,GTF3C6
4293,GTPBP4
4294,GTSCR1
4295,GTSE1-AS1
4296,GUCA2A
4297,GUCA2B
4298,GUCY1A3
4299,GUCY1B3
4300,GUF1
4301,GULP1
4302,GUSB
4303,GXYLT1
4304,GXYLT2
4305,GYG1
4306,GYLTL1B
4307,GYPC
4308,GZMA
4309,GZMK
4310,GZMM
4311,H1F0
4312,H1FX
4313,H2AFB3
4314,H2AFJ
4315,H2AFV
4316,H2AFX
4317,H2AFY
4318,H2AFZ
4319,H3F3A
4320,H3F3B
4321,H3F3C
4322,HABP4
4323,HACL1
4324,HADHA
4325,HADHB
4326,HAGHL
4327,HAGLROS
4328,HAND1
4329,HAND2
4330,HAPLN4
4331,HAR1A
4332,HAR1B
4333,HARBI1
4334,HAS1
4335,HAS2
4336,HAT1
4337,HAUS1
4338,HAX1
4339,HBA1
4340,HBA2
4341,HBB
4342,HBEGF
4343,HBG2
4344,HBM
4345,HBP1
4346,HBQ1
4347,HBS1L
4348,HBZ
4349,HCAR1
4350,HCAR2
4351,HCAR3
4352,HCCAT5
4353,HCCS
4354,HCFC1R1
4355,HCG27
4356,HCG9
4357,HCLS1
4358,HCN2
4359,HCRT
4360,HCST
4361,HDAC1
4362,HDAC2
4363,HDAC9
4364,HDGFRP3
4365,HDHD2
4366,HDLBP
4367,HEATR5B
4368,HEBP1
4369,HEBP2
4370,HECA
4371,HECTD1
4372,HECTD4
4373,HEG1
4374,HELT
4375,HELZ
4376,HEPN1
4377,HERC1
4378,HERC3
4379,HERC4
4380,HERPUD1
4381,HES1
4382,HES2
4383,HES3
4384,HES4
4385,HES5
4386,HES6
4387,HES7
4388,HEXB
4389,HEXIM1
4390,HEY1
4391,HEY2
4392,HEYL
4393,HGD
4394,HGFAC
4395,HGH1
4396,HGSNAT
4397,HHEX
4398,HHLA3
4399,HIAT1
4400,HIATL1
4401,HIATL2
4402,HIBADH
4403,HIBCH
4404,HIC1
4405,HID1
4406,HIF1A
4407,HIF1A-AS1
4408,HIF3A
4409,HIGD1A
4410,HIGD1B
4411,HIGD1C
4412,HIGD2A
4413,HINT1
4414,HINT3
4415,HIPK1
4416,HIPK2
4417,HIPK3
4418,HIST1H1A
4419,HIST1H1B
4420,HIST1H1C
4421,HIST1H1D
4422,HIST1H1E
4423,HIST1H1T
4424,HIST1H2AA
4425,HIST1H2AB
4426,HIST1H2AC
4427,HIST1H2AD
4428,HIST1H2AE
4429,HIST1H2AG
4430,HIST1H2AH
4431,HIST1H2AJ
4432,HIST1H2AK
4433,HIST1H2AL
4434,HIST1H2AM
4435,HIST1H2BA
4436,HIST1H2BB
4437,HIST1H2BC
4438,HIST1H2BD
4439,HIST1H2BE
4440,HIST1H2BF
4441,HIST1H2BG
4442,HIST1H2BH
4443,HIST1H2BI
4444,HIST1H2BJ
4445,HIST1H2BL
4446,HIST1H2BM
4447,HIST1H2BO
4448,HIST1H3A
4449,HIST1H3B
4450,HIST1H3C
4451,HIST1H3D
4452,HIST1H3E
4453,HIST1H3F
4454,HIST1H3G
4455,HIST1H3H
4456,HIST1H3I
4457,HIST1H3J
4458,HIST1H4A
4459,HIST1H4B
4460,HIST1H4C
4461,HIST1H4D
4462,HIST1H4E
4463,HIST1H4F
4464,HIST1H4G
4465,HIST1H4H
4466,HIST1H4I
4467,HIST1H4J
4468,HIST1H4K
4469,HIST1H4L
4470,HIST2H2AA4
4471,HIST2H2AB
4472,HIST2H2AC
4473,HIST2H2BE
4474,HIST2H2BF
4475,HIST2H3C
4476,HIST2H4B
4477,HIST3H2A
4478,HIST3H2BB
4479,HIST3H3
4480,HIST4H4
4481,HIVEP1
4482,HIVEP2
4483,HK2
4484,HLA-A
4485,HLA-B
4486,HLA-C
4487,HLA-DMA
4488,HLA-DMB
4489,HLA-DPA1
4490,HLA-DPB1
4491,HLA-DQA1
4492,HLA-DQB1
4493,HLA-DQB2
4494,HLA-DRA
4495,HLA-DRB1
4496,HLA-DRB5
4497,HLA-E
4498,HLA-F
4499,HLTF
4500,HMBOX1
4501,HMG20B
4502,HMGA1
4503,HMGB1
4504,HMGB2
4505,HMGB3
4506,HMGCS1
4507,HMGCS2
4508,HMGN1
4509,HMGN2
4510,HMGN3
4511,HMGN4
4512,HMGN5
4513,HMGXB4
4514,HMOX1
4515,HMX1
4516,HMX2
4517,HMX3
4518,HN1
4519,HN1L
4520,HNF4G
4521,HNMT
4522,HNRNPA1
4523,HNRNPA1L2
4524,HNRNPA2B1
4525,HNRNPA3
4526,HNRNPAB
4527,HNRNPC
4528,HNRNPCL1
4529,HNRNPD
4530,HNRNPDL
4531,HNRNPF
4532,HNRNPH1
4533,HNRNPH2
4534,HNRNPH3
4535,HNRNPK
4536,HNRNPLL
4537,HNRNPM
4538,HNRNPR
4539,HNRNPU
4540,HNRNPUL1
4541,HNRNPUL2
4542,HNRNPUL2-BSCL2
4543,HOMER2
4544,HOOK3
4545,HOXA10
4546,HOXA10-HOXA9
4547,HOXA11
4548,HOXA13
4549,HOXA2
4550,HOXA4
4551,HOXA5
4552,HOXA6
4553,HOXA7
4554,HOXA9
4555,HOXB13
4556,HOXB5
4557,HOXB6
4558,HOXB8
4559,HOXB9
4560,HOXC10
4561,HOXC12
4562,HOXC13
4563,HOXC4
4564,HOXC5
4565,HOXC6
4566,HOXD1
4567,HOXD10
4568,HOXD11
4569,HOXD12
4570,HOXD13
4571,HOXD4
4572,HOXD8
4573,HOXD9
4574,HP09025
4575,HP1BP3
4576,HPDL
4577,HPGD
4578,HPGDS
4579,HPN
4580,HPR
4581,HPRT1
4582,HRAS
4583,HRASLS2
4584,HRC
4585,HRCT1
4586,HRH2
4587,HRH3
4588,HRNR
4589,HS2ST1
4590,HS3ST2
4591,HS3ST3A1
4592,HS3ST3B1
4593,HS3ST6
4594,HS6ST1
4595,HS6ST2
4596,HS6ST3
4597,HSBP1
4598,HSBP1L1
4599,HSCB
4600,HSD11B1
4601,HSD11B2
4602,HSD17B10
4603,HSD17B11
4604,HSD17B13
4605,HSD17B14
4606,HSD17B4
4607,HSD17B6
4608,HSD17B7
4609,HSD17B8
4610,HSDL1
4611,HSDL2
4612,HSF1
4613,HSF2
4614,HSF4
4615,HSFX2
4616,HSH2D
4617,HSP90AA1
4618,HSP90AB1
4619,HSP90B1
4620,HSPA13
4621,HSPA1A
4622,HSPA1B
4623,HSPA1L
4624,HSPA4
4625,HSPA5
4626,HSPA6
4627,HSPA8
4628,HSPA9
4629,HSPB1
4630,HSPB11
4631,HSPB2
4632,HSPB2-C11orf52
4633,HSPB3
4634,HSPB6
4635,HSPB7
4636,HSPB8
4637,HSPC047
4638,HSPD1
4639,HSPE1
4640,HSPE1-MOB4
4641,HSPH1
4642,HTATSF1
4643,HTR1A
4644,HTR1B
4645,HTR1D
4646,HTR2B
4647,HTR6
4648,HTRA1
4649,HTRA3
4650,HULC
4651,HUS1
4652,HUWE1
4653,HYI
4654,HYKK
4655,HYLS1
4656,HYOU1
4657,HYPK
4658,HYPM
4659,IAH1
4660,IARS
4661,IARS2
4662,IBA57-AS1
4663,ICA1
4664,ICAM4
4665,ICAM5
4666,ICE2
4667,ICK
4668,ICMT
4669,ICOS
4670,ICT1
4671,ID1
4672,ID2
4673,ID3
4674,ID4
4675,IDH1
4676,IDH2
4677,IDH3G
4678,IDI1
4679,IDNK
4680,IDUA
4681,IER2
4682,IER3
4683,IER3IP1
4684,IER5
4685,IER5L
4686,IFI16
4687,IFI30
4688,IFI44
4689,IFI44L
4690,IFI6
4691,IFIT1
4692,IFIT1B
4693,IFIT2
4694,IFIT3
4695,IFIT5
4696,IFITM1
4697,IFITM2
4698,IFITM3
4699,IFITM5
4700,IFNA1
4701,IFNA16
4702,IFNA6
4703,IFNAR1
4704,IFNB1
4705,IFNG
4706,IFNGR1
4707,IFNGR2
4708,IFNK
4709,IFNL2
4710,IFRD1
4711,IFT20
4712,IFT57
4713,IFT74
4714,IFT81
4715,IGBP1
4716,IGF1
4717,IGF1R
4718,IGF2
4719,IGFALS
4720,IGFBP2
4721,IGFBP3
4722,IGFBP4
4723,IGFBP5
4724,IGFBP6
4725,IGFBP7
4726,IGFBPL1
4727,IGFL1
4728,IGFL3
4729,IGIP
4730,IGJ
4731,IGLL5
4732,IGLON5
4733,IGSF21
4734,IK
4735,IKBKAP
4736,IKBKB
4737,IKZF2
4738,IKZF5
4739,IL11
4740,IL13RA1
4741,IL13RA2
4742,IL17D
4743,IL1R1
4744,IL1RAPL1
4745,IL2RB
4746,IL2RG
4747,IL31RA
4748,IL32
4749,IL34
4750,IL3RA
4751,IL5RA
4752,IL6ST
4753,IL7
4754,IL7R
4755,ILF2
4756,ILF3
4757,ILF3-AS1
4758,ILK
4759,IMMT
4760,IMP3
4761,IMPA1
4762,IMPACT
4763,IMPAD1
4764,IMPDH1
4765,IMPDH2
4766,INA
4767,INADL
4768,INAFM1
4769,ING1
4770,ING2
4771,ING3
4772,ING4
4773,INHBA
4774,INHBB
4775,INHBC
4776,INIP
4777,INMT-FAM188B
4778,INO80B
4779,INO80B-WBP1
4780,INO80D
4781,INPP4B
4782,INSIG1
4783,INSL3
4784,INSL5
4785,INSM1
4786,INSM2
4787,INTS1
4788,INTS10
4789,INTS12
4790,INTS3
4791,INTS5
4792,INTS6
4793,IP6K2
4794,IPMK
4795,IPO5
4796,IPO7
4797,IPO8
4798,IPP
4799,IQCB1
4800,IQCF5
4801,IQCF6
4802,IQCG
4803,IQGAP1
4804,IQGAP2
4805,IRAK1
4806,IREB2
4807,IRF1
4808,IRF2
4809,IRF2BP1
4810,IRF2BP2
4811,IRF2BPL
4812,IRF6
4813,IRF7
4814,IRF9
4815,IRS2
4816,IRS4
4817,IRX1
4818,IRX2
4819,IRX3
4820,IRX4
4821,IRX5
4822,ISCA1
4823,ISCA2
4824,ISCU
4825,ISG15
4826,ISG20L2
4827,ISL1
4828,ISL2
4829,ISLR
4830,IST1
4831,ISX-AS1
4832,ISY1-RAB43
4833,ITCH
4834,ITFG1
4835,ITGA1
4836,ITGA3
4837,ITGA5
4838,ITGA6
4839,ITGA8
4840,ITGAV
4841,ITGB1
4842,ITGB2
4843,ITGB4
4844,ITGB8
4845,ITGBL1
4846,ITM2A
4847,ITM2B
4848,ITM2C
4849,ITPKA
4850,ITPKC
4851,ITPR1
4852,ITPR2
4853,ITPRIPL2
4854,ITSN2
4855,IVNS1ABP
4856,IWS1
4857,JADE1
4858,JADRR
4859,JAG1
4860,JAK1
4861,JAM3
4862,JDP2
4863,JKAMP
4864,JMJD1C
4865,JMJD8
4866,JMY
4867,JOSD2
4868,JPH1
4869,JPH2
4870,JPH4
4871,JPX
4872,JRKL-AS1
4873,JSRP1
4874,JTB
4875,JUN
4876,JUNB
4877,JUND
4878,KAAG1
4879,KANTR
4880,KARS
4881,KAT2A
4882,KAT2B
4883,KAT6A
4884,KAT6B
4885,KAT7
4886,KAZALD1
4887,KB-1000E4.2
4888,KB-1043D8.8
4889,KB-1183D5.13
4890,KB-1254G8.1
4891,KB-1410C5.2
4892,KB-1410C5.5
4893,KB-1440D3.14
4894,KB-1458E12.1
4895,KB-1460A1.1
4896,KB-1460A1.5
4897,KB-1466C5.1
4898,KB-1568E2.1
4899,KB-1732A1.1
4900,KB-173C10.1
4901,KB-173C10.2
4902,KB-1836B5.4
4903,KB-1930G5.3
4904,KB-1930G5.4
4905,KB-208E9.1
4906,KB-226F1.2
4907,KB-68A7.1
4908,KB-68A7.2
4909,KBTBD11
4910,KBTBD11-OT1
4911,KBTBD13
4912,KBTBD2
4913,KBTBD7
4914,KCMF1
4915,KCNA10
4916,KCNA3
4917,KCNA5
4918,KCNC2
4919,KCNC3
4920,KCNE5
4921,KCNF1
4922,KCNG2
4923,KCNG3
4924,KCNH2
4925,KCNH8
4926,KCNIP4-IT1
4927,KCNJ13
4928,KCNJ14
4929,KCNJ2
4930,KCNJ3
4931,KCNJ4
4932,KCNK1
4933,KCNK12
4934,KCNK13
4935,KCNK15
4936,KCNK18
4937,KCNK3
4938,KCNK6
4939,KCNMB1
4940,KCNN2
4941,KCNN4
4942,KCNRG
4943,KCNS2
4944,KCTD11
4945,KCTD12
4946,KCTD14
4947,KCTD18
4948,KCTD20
4949,KCTD3
4950,KCTD4
4951,KCTD6
4952,KCTD8
4953,KCTD9
4954,KDELC2
4955,KDELR1
4956,KDELR2
4957,KDELR3
4958,KDF1
4959,KDM1A
4960,KDM2A
4961,KDM3A
4962,KDM3B
4963,KDM5A
4964,KDM5B
4965,KDM5D
4966,KDM6A
4967,KDM7A
4968,KEAP1
4969,KHDC1L
4970,KHDRBS1
4971,KHDRBS3
4972,KIAA0020
4973,KIAA0040
4974,KIAA0087
4975,KIAA0100
4976,KIAA0196
4977,KIAA0368
4978,KIAA0391
4979,KIAA0430
4980,KIAA0907
4981,KIAA0922
4982,KIAA1024
4983,KIAA1033
4984,KIAA1109
4985,KIAA1143
4986,KIAA1191
4987,KIAA1210
4988,KIAA1217
4989,KIAA1244
4990,KIAA1279
4991,KIAA1324
4992,KIAA1324L
4993,KIAA1429
4994,KIAA1467
4995,KIAA1468
4996,KIAA1522
4997,KIAA1551
4998,KIAA1598
4999,KIAA1715
5000,KIAA1919
5001,KIAA2013
5002,KIAA2018
5003,KIAA2026
5004,KIDINS220
5005,KIF12
5006,KIF13A
5007,KIF13B
5008,KIF1A
5009,KIF1C
5010,KIF21A
5011,KIF26A
5012,KIF27
5013,KIF2A
5014,KIF3A
5015,KIF3B
5016,KIF5B
5017,KIF5C
5018,KIFC2
5019,KISS1
5020,KISS1R
5021,KITLG
5022,KIZ
5023,KL
5024,KLC1
5025,KLC2
5026,KLF1
5027,KLF10
5028,KLF11
5029,KLF15
5030,KLF16
5031,KLF2
5032,KLF3
5033,KLF4
5034,KLF5
5035,KLF6
5036,KLF7
5037,KLF9
5038,KLHDC1
5039,KLHDC10
5040,KLHDC2
5041,KLHL11
5042,KLHL12
5043,KLHL15
5044,KLHL17
5045,KLHL2
5046,KLHL20
5047,KLHL24
5048,KLHL28
5049,KLHL31
5050,KLHL5
5051,KLHL7-AS1
5052,KLHL8
5053,KLK1
5054,KLK11
5055,KLK12
5056,KLK13
5057,KLK14
5058,KLK2
5059,KLK3
5060,KLK4
5061,KLLN
5062,KLRB1
5063,KLRC2
5064,KLRC3
5065,KLRC4
5066,KMT2A
5067,KMT2C
5068,KMT2E
5069,KNOP1
5070,KPNA1
5071,KPNA3
5072,KPNA4
5073,KPNA5
5074,KPNA6
5075,KPNB1
5076,KRAS
5077,KRCC1
5078,KREMEN2
5079,KRI1
5080,KRIT1
5081,KRR1
5082,KRT13
5083,KRT14
5084,KRT15
5085,KRT16
5086,KRT17
5087,KRT18
5088,KRT19
5089,KRT23
5090,KRT31
5091,KRT5
5092,KRT7
5093,KRT8
5094,KRT86
5095,KRTAP10-1
5096,KRTAP10-10
5097,KRTAP10-11
5098,KRTAP10-12
5099,KRTAP10-2
5100,KRTAP10-3
5101,KRTAP10-4
5102,KRTAP10-5
5103,KRTAP10-7
5104,KRTAP10-8
5105,KRTAP10-9
5106,KRTAP11-1
5107,KRTAP12-1
5108,KRTAP12-2
5109,KRTAP12-3
5110,KRTAP12-4
5111,KRTAP1-3
5112,KRTAP13-1
5113,KRTAP13-2
5114,KRTAP13-3
5115,KRTAP1-4
5116,KRTAP15-1
5117,KRTAP17-1
5118,KRTAP19-1
5119,KRTAP19-2
5120,KRTAP19-3
5121,KRTAP19-5
5122,KRTAP19-6
5123,KRTAP19-7
5124,KRTAP19-8
5125,KRTAP20-1
5126,KRTAP20-2
5127,KRTAP20-3
5128,KRTAP20-4
5129,KRTAP2-1
5130,KRTAP21-1
5131,KRTAP21-2
5132,KRTAP2-2
