x,Gene
7590,PPP1R12B
7591,PPP1R13L
7592,PPP1R14A
7593,PPP1R14B
7594,PPP1R14C
7595,PPP1R15A
7596,PPP1R15B
7597,PPP1R16A
7598,PPP1R18
7599,PPP1R1B
7600,PPP1R2
7601,PPP1R35
7602,PPP1R3B
7603,PPP1R3C
7604,PPP1R3D
7605,PPP1R3G
7606,PPP1R7
7607,PPP1R8
7608,PPP1R9A
7609,PPP1R9B
7610,PPP2CA
7611,PPP2CB
7612,PPP2R1B
7613,PPP2R2A
7614,PPP2R5C
7615,PPP2R5E
7616,PPP3CA
7617,PPP3CB
7618,PPP3CC
7619,PPP3R1
7620,PPP3R2
7621,PPP4R1
7622,PPP4R1-AS1
7623,PPP4R2
7624,PPP6C
7625,PPP6R3
7626,PPT1
7627,PPWD1
7628,PPY
7629,PQBP1
7630,PQLC2
7631,PQLC3
7632,PRAC1
7633,PRAC2
7634,PRADC1
7635,PRAF2
7636,PRAMEF18
7637,PRAMEF4
7638,PRAMEF6
7639,PRAMEF9
7640,PRB1
7641,PRB2
7642,PRB3
7643,PRB4
7644,PRCC
7645,PRDM12
7646,PRDM13
7647,PRDM2
7648,PRDM6
7649,PRDM8
7650,PRDX1
7651,PRDX3
7652,PRDX4
7653,PRDX5
7654,PRDX6
7655,PRELID1
7656,PRELP
7657,PREP
7658,PREPL
7659,PRH1
7660,PRH1-PRR4
7661,PRH2
7662,PRICKLE4
7663,PRIM2
7664,PRIMA1
7665,PRKAA1
7666,PRKAA2
7667,PRKAB2
7668,PRKACB
7669,PRKAG2
7670,PRKAR1A
7671,PRKAR2A
7672,PRKAR2B
7673,PRKCA
7674,PRKCD
7675,PRKCDBP
7676,PRKCH
7677,PRKCI
7678,PRKCSH
7679,PRKD1
7680,PRKD2
7681,PRKDC
7682,PRKG2
7683,PRKRIP1
7684,PRKRIR
7685,PRKX
7686,PRLH
7687,PRM3
7688,PRMT6
7689,PRNP
7690,PROC
7691,PROCR
7692,PROK1
7693,PROK2
7694,PROKR2
7695,PROM2
7696,PROP1
7697,PROS1
7698,PROSC
7699,PROSER1
7700,PROSER2
7701,PRPF18
7702,PRPF19
7703,PRPF3
7704,PRPF38A
7705,PRPF38B
7706,PRPF39
7707,PRPF4
7708,PRPF40A
7709,PRPF4B
7710,PRPF6
7711,PRPF8
7712,PRPH
7713,PRPS1
7714,PRPS1L1
7715,PRPS2
7716,PRR12
7717,PRR13
7718,PRR15
7719,PRR15L
7720,PRR16
7721,PRR18
7722,PRR20A
7723,PRR20C
7724,PRR21
7725,PRR23A
7726,PRR23B
7727,PRR23C
7728,PRR25
7729,PRR31
7730,PRR32
7731,PRR33
7732,PRR34
7733,PRR36
7734,PRR4
7735,PRR5-ARHGAP8
7736,PRR7
7737,PRR9
7738,PRRC1
7739,PRRC2A
7740,PRRC2B
7741,PRRC2C
7742,PRRT2
7743,PRRT4
7744,PRRX1
7745,PRRX2
7746,PRSS21
7747,PRSS22
7748,PRSS23
7749,PRSS42
7750,PRSS48
7751,PRSS50
7752,PRSS56
7753,PRSS57
7754,PRSS8
7755,PRTN3
7756,PRUNE2
7757,PSAP
7758,PSAT1
7759,PSCA
7760,PSD3
7761,PSEN1
7762,PSENEN
7763,PSIP1
7764,PSKH1
7765,PSMA1
7766,PSMA2
7767,PSMA3
7768,PSMA4
7769,PSMA6
7770,PSMA7
7771,PSMB1
7772,PSMB10
7773,PSMB2
7774,PSMB3
7775,PSMB4
7776,PSMB6
7777,PSMB7
7778,PSMB8
7779,PSMB8-AS1
7780,PSMB9
7781,PSMC1
7782,PSMC2
7783,PSMC3
7784,PSMC5
7785,PSMC6
7786,PSMD1
7787,PSMD10
7788,PSMD11
7789,PSMD12
7790,PSMD4
7791,PSMD5
7792,PSMD6
7793,PSMD7
7794,PSMD8
7795,PSME1
7796,PSME2
7797,PSME4
7798,PSMG2
7799,PSMG3
7800,PSPC1
7801,PSPH
7802,PTAR1
7803,PTBP2
7804,PTBP3
7805,PTCHD1-AS
7806,PTCHD4
7807,PTCSC2
7808,PTCSC3
7809,PTEN
7810,PTER
7811,PTF1A
7812,PTGDR2
7813,PTGDS
7814,PTGER1
7815,PTGER2
7816,PTGER4
7817,PTGES
7818,PTGES2-AS1
7819,PTGES3
7820,PTGFR
7821,PTGIS
7822,PTGR1
7823,PTGR2
7824,PTGS2
7825,PTH1R
7826,PTH2
7827,PTK2
7828,PTK6
7829,PTMA
7830,PTMS
7831,PTN
7832,PTOV1
7833,PTP4A1
7834,PTP4A2
7835,PTP4A3
7836,PTPLA
7837,PTPLAD1
7838,PTPLB
7839,PTPMT1
7840,PTPN1
7841,PTPN11
7842,PTPN12
7843,PTPN13
7844,PTPN18
7845,PTPN2
7846,PTPN20A
7847,PTPN23
7848,PTPRA
7849,PTPRC
7850,PTPRCAP
7851,PTPRD-AS1
7852,PTPRD-AS2
7853,PTPRJ
7854,PTPRK
7855,PTPRM
7856,PTPRN2
7857,PTRF
7858,PTRH2
7859,PTS
7860,PTTG1
7861,PTTG1IP
7862,PTTG2
7863,PTX3
7864,PTX4
7865,PUM1
7866,PUM2
7867,PURA
7868,PURB
7869,PUS3
7870,PUSL1
7871,PVRIG
7872,PVRL2
7873,PVRL3
7874,PVT1
7875,PWAR6
7876,PWP1
7877,PWP2
7878,PWRN3
7879,PWRN4
7880,PWWP2B
7881,PXDC1
7882,PXDN
7883,PXMP2
7884,PYCARD
7885,PYCR1
7886,PYDC1
7887,PYDC2
7888,PYGB
7889,PYGO1
7890,PYGO2
7891,PYURF
7892,QDPR
7893,QKI
7894,QRFP
7895,QRICH1
7896,R3HCC1
7897,R3HCC1L
7898,R3HDM1
7899,R3HDM2
7900,R3HDM4
7901,RAB10
7902,RAB11A
7903,RAB11B
7904,RAB11FIP2
7905,RAB12
7906,RAB13
7907,RAB14
7908,RAB18
7909,RAB19
7910,RAB1A
7911,RAB1B
7912,RAB20
7913,RAB21
7914,RAB22A
7915,RAB23
7916,RAB25
7917,RAB26
7918,RAB27A
7919,RAB27B
7920,RAB28
7921,RAB2A
7922,RAB2B
7923,RAB30
7924,RAB30-AS1
7925,RAB31
7926,RAB32
7927,RAB36
7928,RAB38
7929,RAB39B
7930,RAB3A
7931,RAB3B
7932,RAB3D
7933,RAB3GAP1
7934,RAB3IP
7935,RAB40C
7936,RAB43
7937,RAB4A
7938,RAB5A
7939,RAB5B
7940,RAB5C
7941,RAB6A
7942,RAB6C
7943,RAB7A
7944,RAB8A
7945,RAB8B
7946,RAB9A
7947,RABAC1
7948,RABEP1
7949,RABEP2
7950,RABGAP1
7951,RABGEF1
7952,RABGGTB
7953,RABIF
7954,RABL2B
7955,RAC1
7956,RAC2
7957,RAC3
7958,RAD17
7959,RAD21
7960,RAD23A
7961,RAD23B
7962,RAD50
7963,RAF1
7964,RAI14
7965,RAI2
7966,RALB
7967,RALBP1
7968,RALGAPA1
7969,RALGAPA2
7970,RALGAPB
7971,RALY
7972,RAMP1
7973,RAMP2
7974,RAMP3
7975,RAN
7976,RANBP1
7977,RANBP2
7978,RANBP3L
7979,RANBP6
7980,RANBP9
7981,RAP1A
7982,RAP1B
7983,RAP1GAP
7984,RAP2A
7985,RAP2B
7986,RAPGEF2
7987,RAPGEF6
7988,RAPH1
7989,RARA
7990,RARRES1
7991,RARRES2
7992,RARRES3
7993,RARS
7994,RARS2
7995,RASA1
7996,RASA3
7997,RASA4
7998,RASA4B
7999,RASAL2-AS1
8000,RASD1
8001,RASD2
8002,RASEF
8003,RASL12
8004,RASSF3
8005,RASSF6
8006,RASSF7
8007,RASSF8
8008,RASSF9
8009,RAVER1
8010,RAX
8011,RAX2
8012,RB1
8013,RB1CC1
8014,RBAK
8015,RBAKDN
8016,RBAK-RBAKDN
8017,RBBP4
8018,RBBP6
8019,RBBP7
8020,RBBP9
8021,RBFOX2
8022,RBL2
8023,RBM11
8024,RBM12
8025,RBM12B
8026,RBM14-RBM4
8027,RBM15
8028,RBM15B
8029,RBM17
8030,RBM24
8031,RBM25
8032,RBM26
8033,RBM27
8034,RBM3
8035,RBM33
8036,RBM34
8037,RBM38
8038,RBM39
8039,RBM4
8040,RBM43
8041,RBM47
8042,RBM48
8043,RBM4B
8044,RBM5
8045,RBM6
8046,RBM8A
8047,RBMS1
8048,RBMS2
8049,RBMS3
8050,RBMX
8051,RBMX2
8052,RBMXL1
8053,RBMXL2
8054,RBMXL3
8055,RBMY1F
8056,RBMY1J
8057,RBP4
8058,RBP5
8059,RBP7
8060,RBPJ
8061,RBPJL
8062,RBPMS
8063,RBPMS2
8064,RC3H1
8065,RCAN1
8066,RCAN2
8067,RCAN3
8068,RCBTB1
8069,RCC2
8070,RCL1
8071,RCN1
8072,RCN2
8073,RCOR1
8074,RCOR3
8075,RDH10
8076,RDH11
8077,RDH14
8078,RDX
8079,RECQL
8080,REEP3
8081,REEP5
8082,REEP6
8083,REG4
8084,RELA
8085,RELN
8086,REP15
8087,REPIN1
8088,REPS1
8089,REPS2
8090,RER1
8091,RERE
8092,RERG
8093,RERG-AS1
8094,RET
8095,RETN
8096,RETNLB
8097,REV1
8098,REXO2
8099,RFC1
8100,RFC3
8101,RFK
8102,RFNG
8103,RFPL1
8104,RFPL2
8105,RFPL3
8106,RFPL4AL1
8107,RFWD2
8108,RFX3
8109,RFX3-AS1
8110,RGCC
8111,RGL1
8112,RGMA
8113,RGP1
8114,RGPD1
8115,RGPD2
8116,RGPD3
8117,RGPD4
8118,RGPD6
8119,RGPD8
8120,RGS1
8121,RGS10
8122,RGS11
8123,RGS17
8124,RGS19
8125,RGS2
8126,RGS21
8127,RHBDF1
8128,RHBDL1
8129,RHNO1
8130,RHOA
8131,RHOB
8132,RHOBTB1
8133,RHOBTB3
8134,RHOC
8135,RHOJ
8136,RHOQ
8137,RHOT1
8138,RHOT2
8139,RHOU
8140,RHOV
8141,RHPN2
8142,RIC8B
8143,RILP
8144,RIMBP2
8145,RIMBP3C
8146,RIMKLB
8147,RIMS2
8148,RIN2
8149,RING1
8150,RIOK1
8151,RIPK1
8152,RIPK2
8153,RIPPLY2
8154,RIPPLY3
8155,RIT1
8156,RLF
8157,RLIM
8158,RLN1
8159,RLN2
8160,RLN3
8161,RMI1
8162,RMND5A
8163,RMRP
8164,RN7SL832P
8165,RNASE12
8166,RNASE2
8167,RNASE3
8168,RNASE4
8169,RNASE6
8170,RNASE8
8171,RNASE9
8172,RNASEH2A
8173,RNASEK
8174,RNASEK-C17orf49
8175,RND1
8176,RND3
8177,RNF10
8178,RNF103
8179,RNF103-CHMP3
8180,RNF11
8181,RNF111
8182,RNF113A
8183,RNF113B
8184,RNF114
8185,RNF115
8186,RNF122
8187,RNF126
8188,RNF13
8189,RNF135
8190,RNF138
8191,RNF139
8192,RNF14
8193,RNF141
8194,RNF144B
8195,RNF148
8196,RNF152
8197,RNF157
8198,RNF168
8199,RNF169
8200,RNF180
8201,RNF181
8202,RNF187
8203,RNF19A
8204,RNF20
8205,RNF208
8206,RNF212
8207,RNF213
8208,RNF214
8209,RNF219
8210,RNF223
8211,RNF224
8212,RNF225
8213,RNF26
8214,RNF38
8215,RNF39
8216,RNF4
8217,RNF43
8218,RNF44
8219,RNF5
8220,RNF6
8221,RNF8
8222,RNMT
8223,RNPC3
8224,RNPS1
8225,RNU11
8226,RNU12
8227,RNU6ATAC35P
8228,ROBO1
8229,ROCK1
8230,ROCK2
8231,ROGDI
8232,ROMO1
8233,ROPN1B
8234,ROPN1L
8235,RORA
8236,RORB
8237,RP1-102E24.8
8238,RP1-104O17.1
8239,RP1-104O17.2
8240,RP1-104O17.3
8241,RP1-105O18.1
8242,RP1-10C16.1
8243,RP11-1000B6.3
8244,RP11-1006G14.1
8245,RP11-1006G14.2
8246,RP11-1007O24.2
8247,RP11-1008C21.2
8248,RP11-100K18.1
8249,RP11-100L22.1
8250,RP11-100L22.3
8251,RP11-100L22.4
8252,RP11-1012A1.4
8253,RP11-1017G21.5
8254,RP11-1017G21.6
8255,RP11-1018N14.1
8256,RP11-1018N14.2
8257,RP11-1018N14.5
8258,RP11-101C11.1
8259,RP11-101E14.3
8260,RP11-101E3.5
8261,RP11-101O21.1
8262,RP11-1021N1.1
8263,RP11-1022B3.1
8264,RP11-1023P17.2
8265,RP11-1026M7.3
8266,RP11-1028N23.2
8267,RP11-1029J19.2
8268,RP11-1029J19.4
8269,RP11-1029J19.5
8270,RP11-102J14.1
8271,RP11-102N11.1
8272,RP11-102N12.3
8273,RP11-1030E3.1
8274,RP11-1033H12.1
8275,RP11-1035H13.3
8276,RP11-1036E20.9
8277,RP11-1038A11.1
8278,RP11-1038A11.2
8279,RP11-1038A11.3
8280,RP11-103C3.1
8281,RP11-103H7.2
8282,RP11-103H7.3
8283,RP11-103J17.1
8284,RP11-103J8.2
8285,RP11-1041F24.1
8286,RP11-1049H7.2
8287,RP11-104J23.2
8288,RP11-1055B8.2
8289,RP11-1055B8.4
8290,RP11-1055B8.9
8291,RP11-1057B8.2
8292,RP11-1058N17.1
8293,RP11-105N14.3
8294,RP11-1060G2.2
8295,RP11-1060J15.7
8296,RP11-1069G10.2
8297,RP11-1070N10.4
8298,RP11-1070N10.5
8299,RP11-1070N10.7
8300,RP11-1072A3.4
8301,RP11-1072N2.3
8302,RP11-1078H9.1
8303,RP11-1078H9.6
8304,RP11-1079K10.3
8305,RP11-1079K10.5
8306,RP11-107D24.2
8307,RP11-107I14.2
8308,RP11-107I14.4
8309,RP11-107I14.5
8310,RP11-107M16.2
8311,RP11-1080G15.1
8312,RP11-1080G15.2
8313,RP11-1081M5.1
8314,RP11-1081M5.2
8315,RP11-1082A3.1
8316,RP11-1082L8.2
8317,RP11-1082L8.3
8318,RP11-1082L8.4
8319,RP11-1084I9.2
8320,RP11-1085N6.4
8321,RP11-108B14.5
8322,RP11-108K14.8
8323,RP11-108L7.14
8324,RP11-108L7.15
8325,RP11-108M12.3
8326,RP11-108M9.1
8327,RP11-108M9.2
8328,RP11-108M9.3
8329,RP11-108M9.4
8330,RP11-108M9.6
8331,RP11-108O10.2
8332,RP11-108P20.3
8333,RP11-108P20.4
8334,RP11-1094H24.3
8335,RP11-1094H24.4
8336,RP11-1094M14.10
8337,RP11-1094M14.11
8338,RP11-1096D5.2
8339,RP11-1099M24.7
8340,RP11-109A6.3
8341,RP11-109D9.4
8342,RP11-109E10.1
8343,RP11-109E24.1
8344,RP11-109P6.2
8345,RP11-10A14.5
8346,RP11-10A14.6
8347,RP11-10A14.7
8348,RP11-10A14.9
8349,RP11-10C24.1
8350,RP11-10C24.2
8351,RP11-10C24.3
8352,RP11-10H3.1
8353,RP11-10J18.3
8354,RP11-10J5.1
8355,RP11-10K17.6
8356,RP11-10L7.1
8357,RP11-10N16.2
8358,RP11-10O17.3
8359,RP11-10O22.1
8360,RP11-1100L3.8
8361,RP11-1105O14.1
8362,RP11-1109F11.3
8363,RP11-1109F11.5
8364,RP11-1109M24.5
8365,RP11-110H1.8
8366,RP11-110I1.12
8367,RP11-110I1.14
8368,RP11-110L15.2
8369,RP11-1112C15.1
8370,RP11-1112C15.2
8371,RP11-1112J20.2
8372,RP11-1114A5.4
8373,RP11-1114I9.1
8374,RP11-111A21.1
8375,RP11-111D3.2
8376,RP11-111F5.4
8377,RP11-111J6.2
8378,RP11-111K18.2
8379,RP11-111M22.3
8380,RP11-111M22.5
8381,RP11-1127D7.1
8382,RP11-112J3.16
8383,RP11-112L6.2
8384,RP11-112L6.3
8385,RP11-112L7.1
8386,RP11-1136G4.1
8387,RP11-1136G4.2
8388,RP11-113D6.6
8389,RP11-113K21.4
8390,RP11-113O24.3
8391,RP11-1141N12.1
8392,RP11-1143G9.5
8393,RP11-1144P22.1
8394,RP11-1149M10.1
8395,RP11-114F10.2
8396,RP11-114H21.2
8397,RP11-114H24.3
8398,RP11-114H24.7
8399,RP11-114J13.1
8400,RP11-114M1.1
8401,RP11-1151B14.1
8402,RP11-1151B14.2
8403,RP11-1152H14.1
8404,RP11-115E19.1
8405,RP11-115H18.1
8406,RP11-115N4.1
8407,RP11-116A1.1
8408,RP11-116D17.1
8409,RP11-116D17.3
8410,RP11-116D17.4
8411,RP11-116D17.5
8412,RP11-116D2.1
8413,RP11-116P24.2
8414,RP11-117D22.1
8415,RP11-117D22.2
8416,RP11-117L5.4
8417,RP11-118A3.1
8418,RP11-118B18.2
8419,RP11-118B22.4
8420,RP11-118F19.1
8421,RP11-118H15.1
8422,RP11-118K6.2
8423,RP11-118K6.3
8424,RP11-119D9.1
8425,RP1-111C20.3
8426,RP11-11H9.2
8427,RP11-11N5.3
8428,RP11-11N7.4
8429,RP11-11N7.5
8430,RP11-11N9.4
8431,RP11-120C12.3
8432,RP11-120I21.2
8433,RP11-120K24.3
8434,RP11-120M18.5
8435,RP11-1212A22.4
8436,RP11-1217F2.15
8437,RP11-121A8.1
8438,RP11-121C2.2
8439,RP11-121C6.5
8440,RP11-121E16.1
8441,RP11-121G22.3
8442,RP11-122C21.1
8443,RP11-122F24.1
8444,RP11-123I22.1
8445,RP11-123K3.4
8446,RP11-123M21.1
8447,RP11-123O10.4
8448,RP11-123O1.1
8449,RP11-123O22.1
8450,RP11-1246C19.1
8451,RP11-124B13.1
8452,RP11-124N19.3
8453,RP11-124N3.3
8454,RP11-124O11.1
8455,RP11-1252I4.2
8456,RP11-125D12.1
8457,RP11-125D12.2
8458,RP11-125M16.1
8459,RP11-125O5.2
8460,RP11-126K15.1
8461,RP11-126O1.6
8462,RP11-1275H24.1
8463,RP11-1275H24.2
8464,RP11-1275H24.3
8465,RP11-1277A3.3
8466,RP11-127B16.1
8467,RP11-127B20.2
8468,RP11-127L20.3
8469,RP11-127L21.1
8470,RP11-127O4.2
8471,RP11-128A17.2
8472,RP11-128D14.1
8473,RP11-128I7.1
8474,RP11-128L5.1
8475,RP11-128M1.1
8476,RP11-128P17.1
8477,RP11-128P17.2
8478,RP11-128P17.3
8479,RP11-128P17.4
8480,RP11-1293J14.1
8481,RP11-129I19.2
8482,RP11-129J12.1
8483,RP11-129M6.1
8484,RP11-12A2.3
8485,RP11-12D24.10
8486,RP11-12G12.7
8487,RP11-12K11.2
8488,RP11-12K6.2
8489,RP11-12M5.1
8490,RP11-12M5.4
8491,RP11-130C6.1
8492,RP11-131K5.1
8493,RP11-131K5.2
8494,RP11-131L12.3
8495,RP11-131L12.4
8496,RP11-131L23.2
8497,RP11-132E11.2
8498,RP11-132N15.1
8499,RP11-133F8.2
8500,RP11-133K1.6
8501,RP11-1348G14.4
8502,RP11-134D3.2
8503,RP11-134G8.5
8504,RP11-134K13.4
8505,RP11-134N1.2
8506,RP11-134O21.1
8507,RP11-135A1.3
8508,RP11-135D11.2
8509,RP11-135J2.3
8510,RP11-136I14.2
8511,RP11-136I14.5
8512,RP11-136K14.3
8513,RP11-136K7.1
8514,RP11-136K7.2
8515,RP11-136K7.3
8516,RP11-138A9.1
8517,RP11-138A9.2
8518,RP11-138B4.1
8519,RP11-138E2.1
8520,RP11-138E9.2
8521,RP11-138H10.2
8522,RP11-138I18.2
8523,RP11-138M12.1
8524,RP11-1398P2.1
8525,RP11-139J15.5
8526,RP11-139K4.2
8527,RP11-13A1.1
8528,RP11-13E5.2
8529,RP11-13K12.1
8530,RP11-13K12.5
8531,RP11-13N12.1
8532,RP11-13P5.1
8533,RP11-140I16.3
8534,RP11-140M13.1
8535,RP11-141B14.1
8536,RP11-141E13.1
8537,RP11-141J13.3
8538,RP11-141J13.5
8539,RP11-141M1.1
8540,RP11-141O11.1
8541,RP11-141O11.2
8542,RP11-142A12.1
8543,RP11-142A23.1
8544,RP11-142A5.1
8545,RP11-142G1.3
8546,RP11-143A12.3
8547,RP11-143E21.3
8548,RP11-143E21.6
8549,RP11-143J24.1
8550,RP11-143N13.2
8551,RP11-143P4.2
8552,RP11-144A16.6
8553,RP11-145E17.2
8554,RP11-145E5.5
8555,RP11-145H9.3
8556,RP11-145M4.2
8557,RP11-145M4.3
8558,RP11-146I2.1
8559,RP11-147G16.1
8560,RP11-147L13.11
8561,RP11-147L13.12
8562,RP11-147L13.13
8563,RP11-147L13.14
8564,RP11-147L13.15
8565,RP11-147L13.8
8566,RP11-148B18.1
8567,RP11-148B18.3
8568,RP11-148B6.2
8569,RP11-148L24.1
8570,RP11-148O21.6
8571,RP11-149P24.1
8572,RP11-14C10.4
8573,RP11-14C10.5
8574,RP11-14C22.6
8575,RP11-14D22.1
8576,RP11-14D22.2
8577,RP11-14K3.7
8578,RP11-14O19.1
8579,RP11-14O19.2
8580,RP11-150D20.5
8581,RP11-150D5.2
8582,RP11-150O12.1
8583,RP11-150O12.2
8584,RP11-150O12.5
8585,RP11-151E14.1
8586,RP11-152C17.1
8587,RP11-152L7.1
8588,RP11-152L7.2
8589,RP11-152P17.3
8590,RP11-153F1.2
8591,RP11-153K11.3
8592,RP11-153K16.2
8593,RP11-154H12.2
8594,RP11-154H12.3
8595,RP11-154H17.1
8596,RP11-154H23.3
8597,RP11-155D18.12
8598,RP11-155I9.1
8599,RP11-155L15.1
8600,RP11-156K13.3
8601,RP11-156P1.2
8602,RP11-157B13.7
8603,RP11-157B13.8
8604,RP11-157D23.2
8605,RP11-157E21.1
8606,RP11-157J24.2
8607,RP11-157L3.12
8608,RP11-158H5.7
8609,RP11-158H5.8
8610,RP11-158I3.3
8611,RP11-158I9.8
8612,RP11-158L12.5
8613,RP11-159D12.10
8614,RP11-159D12.11
8615,RP11-159D12.2
8616,RP11-159D12.5
8617,RP11-159D23.2
8618,RP11-159D8.1
8619,RP11-159G9.5
8620,RP11-159K7.2
8621,RP11-15A1.3
8622,RP11-15B24.1
8623,RP11-15B24.4
8624,RP11-15E1.5
8625,RP11-15E18.4
8626,RP11-15G16.1
8627,RP11-15H20.7
8628,RP11-15I11.2
8629,RP11-15J22.8
8630,RP11-160E2.19
8631,RP11-160H22.3
8632,RP11-160H22.5
8633,RP11-160O5.1
8634,RP11-161D15.3
8635,RP11-161I10.1
8636,RP11-161M6.3
8637,RP11-162A12.2
8638,RP11-162I7.1
8639,RP11-162N7.1
8640,RP11-162P23.2
8641,RP11-163F15.1
8642,RP11-164C1.2
8643,RP11-164C12.2
8644,RP11-164N3.2
8645,RP11-165A20.3
8646,RP11-165E7.1
8647,RP11-166B2.1
8648,RP11-166D18.1
8649,RP11-166O4.6
8650,RP11-166P13.3
8651,RP11-167B3.1
8652,RP11-167B3.2
8653,RP11-167B3.3
8654,RP11-167H9.5
8655,RP11-167J8.3
8656,RP11-167N24.5
8657,RP11-167N24.6
8658,RP11-167N5.5
8659,RP11-167P20.1
8660,RP11-168C9.1
8661,RP11-168E17.1
8662,RP11-168F9.2
8663,RP11-168K11.3
8664,RP11-168K9.2
8665,RP11-168L22.2
8666,RP11-168L7.3
8667,RP11-168P13.1
8668,RP11-168P8.3
8669,RP11-168P8.5
8670,RP11-169E6.4
8671,RP11-16E12.1
8672,RP11-16E18.3
8673,RP1-116K23.1
8674,RP11-16L9.2
8675,RP11-16N2.1
8676,RP11-170M17.1
8677,RP11-171A24.2
8678,RP11-171I2.3
8679,RP11-171I2.4
8680,RP11-171N4.1
8681,RP11-171N4.4
8682,RP11-172E10.1
8683,RP11-172E9.2
8684,RP11-172F10.1
8685,RP11-173D14.3
8686,RP11-173D3.1
8687,RP11-173M1.4
8688,RP11-173P15.9
8689,RP11-174I12.2
8690,RP11-174J11.1
8691,RP11-174M13.2
8692,RP11-175K6.1
8693,RP11-177B4.2
8694,RP11-177F15.1
8695,RP11-177G23.2
8696,RP11-178C3.1
8697,RP11-178C3.2
8698,RP11-178F10.2
8699,RP11-178F10.3
8700,RP11-179A7.2
8701,RP11-179A9.3
8702,RP11-179B15.5
8703,RP11-179B15.6
8704,RP11-179K3.2
8705,RP11-17A19.2
8706,RP11-17A4.3
8707,RP11-17A4.4
8708,RP11-17E13.2
8709,RP11-17E3.1
8710,RP1-117P20.3
8711,RP11-180C1.1
8712,RP11-180I4.2
8713,RP11-180I4.4
8714,RP11-180M15.3
8715,RP11-180M15.6
8716,RP11-180N14.1
8717,RP11-180P8.3
8718,RP11-181C3.1
8719,RP11-181E10.3
8720,RP11-181G12.4
8721,RP11-182L21.6
8722,RP11-183E24.2
8723,RP11-184E9.1
8724,RP11-184E9.2
8725,RP11-184M15.1
8726,RP11-185E12.2
8727,RP11-185E8.1
8728,RP11-185P18.2
8729,RP11-187E13.1
8730,RP11-187E13.2
8731,RP11-187O7.3
8732,RP11-188D8.1
8733,RP11-188P17.2
8734,RP11-189E14.4
8735,RP11-18C24.8
8736,RP11-18H21.1
8737,RP11-18H21.3
8738,RP11-190A12.7
8739,RP11-190P13.2
8740,RP11-191L17.1
8741,RP11-191L9.4
8742,RP11-191N8.2
8743,RP11-192H6.2
8744,RP11-193M21.1
8745,RP11-193P11.3
8746,RP11-194G10.3
8747,RP11-195B3.1
8748,RP11-195F19.29
8749,RP11-195F19.5
8750,RP11-195M16.3
8751,RP11-196D18.1
8752,RP11-196G11.2
8753,RP11-196G11.6
8754,RP11-196G18.24
8755,RP11-196I18.4
8756,RP11-197K3.1
8757,RP11-197K6.1
8758,RP11-199F6.4
8759,RP11-19D2.1
8760,RP11-19D2.2
8761,RP11-19E11.1
8762,RP11-19J5.2
8763,RP11-1C1.6
8764,RP11-1C8.5
8765,RP11-1C8.7
8766,RP11-1D12.2
8767,RP11-1E22.1
8768,RP11-1M18.1
8769,RP11-1O10.1
8770,RP11-200A1.1
8771,RP11-201A3.1
8772,RP11-201E8.1
8773,RP11-201K10.3
8774,RP11-202A13.1
8775,RP11-202D1.2
8776,RP11-202D1.3
8777,RP11-202G11.2
8778,RP11-202H2.1
8779,RP11-202I11.2
8780,RP11-203B7.1
8781,RP11-203B7.2
8782,RP11-203H2.1
8783,RP11-203H2.2
8784,RP11-203P2.2
8785,RP11-204C23.1
8786,RP11-204E4.3
8787,RP11-204E9.1
8788,RP11-205K6.1
8789,RP11-205K6.2
8790,RP11-206L10.2
8791,RP11-206L10.9
8792,RP11-209K10.2
8793,RP11-20B7.1
8794,RP11-20D14.6
8795,RP11-20E24.1
8796,RP11-20F24.2
8797,RP11-20G13.1
8798,RP11-20G13.3
8799,RP11-20G6.2
8800,RP11-20I23.1
8801,RP11-20I23.3
8802,RP11-20J1.1
8803,RP11-20J15.2
8804,RP11-20J15.3
8805,RP11-20L19.1
8806,RP11-211F2.1
8807,RP11-211G23.1
8808,RP11-211G23.2
8809,RP11-212D19.4
8810,RP11-212E8.1
8811,RP11-212I21.4
8812,RP11-212I21.5
8813,RP11-212P7.2
8814,RP11-213G21.2
8815,RP11-213G2.2
8816,RP11-213G6.2
8817,RP11-213H15.1
8818,RP11-213H15.4
8819,RP11-214F16.8
8820,RP11-214K3.24
8821,RP11-214K3.25
8822,RP11-214L13.1
8823,RP11-214N1.1
8824,RP11-214N9.1
8825,RP11-214O1.1
8826,RP11-214O1.3
8827,RP11-215A19.2
8828,RP11-215E13.1
8829,RP11-215H22.1
8830,RP11-215P8.4
8831,RP11-216L13.17
8832,RP11-217B7.3
8833,RP11-218D6.4
8834,RP11-218E20.3
8835,RP11-218F10.3
8836,RP11-218I7.2
8837,RP11-218M11.1
8838,RP11-218M11.3
8839,RP11-218M22.2
8840,RP11-219A15.1
8841,RP11-219A15.2
8842,RP11-219B17.3
8843,RP11-219E7.4
8844,RP11-219F10.1
8845,RP11-219J21.1
8846,RP11-219J21.2
8847,RP11-21B23.2
8848,RP11-21B23.3
8849,RP11-21C17.1
8850,RP11-21K12.3
8851,RP11-21L1.1
8852,RP11-220I1.5
8853,RP11-221N13.2
8854,RP11-221N13.3
8855,RP11-222K16.1
8856,RP11-222K16.2
8857,RP11-222N13.1
8858,RP11-223C24.1
8859,RP11-223C24.2
8860,RP11-223J6.2
